Option,Value
USE_X_FOR_NEW_LINK,NEIGHBOR
USE_X_FOR_MOVING_PARTICLES,WALKER
USE_X_FOR_DEATH_RATING,SELF
USE_X_FOR_SWAPPING,SELF
USE_X_FOR_SHIFTING,NEIGHBOR
USE_X_FOR_TOKEN_ALLOCATION,NEIGHBOR
USE_X_FOR_PLANTING,NEIGHBOR
USE_X_FOR_PLANTING_PARTICLE,NEIGHBOR
USE_X_FOR_ACCEPTING_LINK,NEIGHBOR
USE_X_FOR_INHERITAGING_POSITION,SELF
USE_X_FOR_KEEPING_REPRO_TOKEN,SELF
USE_X_FOR_RECONNECTION,NEIGHBOR
USE_X_FOR_RECONNECTION_DIRECTION,SELF
NEW_LINK_DECISION,PROB
MOVING_PARTICLES_DECISION,PROB
DEATH_RATING_DECISION,PROB
SWAPPING_DECISION,PROB
SHIFTING_DECISION,PROB
PLANTING_DECISION,PROB
X_REPRODUCTION_DECISION,MAX
PLANTING_PARTICLE_DECISION,MAX
ACCEPT_NEW_LINK_DECISION,RANDOM
INHERITAGING_POSITION_DECISION,MAX
ACCEPTING_ALLOCATION_DECISION,MAX
RECONNECTION_DECISION,MAX
RECONNECTION_DIRECTION_DECISION,MAX
MOVE_ON_OWN,False
MOVE_ON_OWN_BY_SELF,False
CAN_DECLINE_NEW_LINK,True
MUTATION_CHANCE,0.3
MUTATE_ALL_EACH_ITERATION,True
KILL_INACTIVE_LINKS,False
INACTIVITY_KILLS_WHICH_PARTICLE,MIN
META_EVOLUTION_DEC,True
META_EVOLUTION_USE_X_BEH,False
MUTATION_CHANCE_META,0.5
ACTIVATION_FUNCTION,TANH
CAN_MOVE_TO_WALKERS_WALKER,True
CAN_MOVE_TO_RANDOM,False
CAN_MOVE_TO_NEIGBHBOR,True
CAN_MOVE_TO_NEIGBHBORS_WALKER,False
CAN_MOVE_HOME,False
CAN_NOT_MOVE,True
CAN_RECONNECT,True
CAN_PLANT,False
CAN_REPRODUCE_AT_HOME,False
CAN_PLANT_ON_SELF,False
CAN_PLANT_ON_WALKER,True
CAN_PLANT_ON_RANDOM,False
CAN_PLANT_ON_NEIGHBOR,False
CAN_PLANT_ON_NEIGBHBORS_WALKER,True
CAN_SWAP,True
BLOTTO_PROB_WINNER,False
WINNER_TOKEN_GO_TO_COMPETITION_PLACE,True
WINNER_HERE_BEHAVIOR_WINS,False
MUTATE_WIN_BEHAVIOR,False
CAN_INHERIT_WALKER_POSITION,False
CAN_MOVE_WHEN_DEATH,False
MOVE_RANDOMLY_WHEN_DEATH,True
